PM2.5,PM10,NO,NO2,NOx,CO,SO2,AQI
0.082141,0.132551,0.013644,0.093981,0.048222,0.004209,0.075522,0.079077
0.069372,0.113481,0.017586,0.099779,0.053269,0.004607,0.037813,0.052554
0.069119,0.127091,0.018226,0.127775,0.065244,0.005404,0.057209,0.050098
0.073678,0.142661,0.057467,0.15069,0.101341,0.007679,0.068661,0.054519
0.066225,0.150552,0.026519,0.11952,0.067489,0.007451,0.078514,0.065324
0.09011,0.158552,0.030359,0.132496,0.075444,0.008134,0.058292,0.065815
0.11149,0.162632,0.022321,0.100414,0.056776,0.006939,0.054114,0.091847
0.141039,0.196552,0.020325,0.089812,0.051045,0.007565,0.050193,0.144401
0.084668,0.139941,0.017022,0.105798,0.055386,0.005745,0.089347,0.108546
0.091773,0.145201,0.027774,0.112562,0.065458,0.006427,0.085736,0.088409
0.064972,0.107451,0.019787,0.10947,0.058786,0.005347,0.081352,0.060904
0.054698,0.103331,0.0139,0.108669,0.054445,0.004664,0.074645,0.046169
0.069656,0.133201,0.01779,0.126035,0.064239,0.006314,0.066443,0.044695
0.081752,0.142781,0.016127,0.103755,0.05391,0.005404,0.058086,0.065815
0.069119,0.118341,0.019864,0.113142,0.060347,0.00529,0.057673,0.062868
0.058498,0.153742,0.043465,0.146466,0.090093,0.007224,0.065153,0.058939
0.085141,0.197832,0.059028,0.167007,0.109125,0.008873,0.037761,0.06778
0.083057,0.179412,0.036758,0.160381,0.091269,0.008532,0.132422,0.083988
0.06274,0.173182,0.066912,0.122446,0.096123,0.004493,0.084034,0.054028
0.054182,0.152592,0.017816,0.082579,0.046361,0.004778,0.05886,0.073183
0.027696,0.126161,0.013388,0.0791,0.041913,0.00364,0.040702,0.052554
0.064193,0.121221,0.013695,0.103782,0.052306,0.004778,0.036936,0.051572
0.043665,0.106711,0.014693,0.126118,0.062165,0.005005,0.063296,0.048134
0.037044,0.094411,0.010828,0.102706,0.04989,0.004323,0.039515,0.04224
0.035865,0.090971,0.011596,0.090779,0.045527,0.004038,0.058654,0.039784
0.039749,0.097221,0.010188,0.091662,0.044929,0.004437,0.04163,0.039784
0.050708,0.126701,0.013541,0.105384,0.052841,0.00529,0.05561,0.050098
0.066109,0.133901,0.019403,0.116676,0.06148,0.005915,0.074903,0.053045
0.055845,0.124531,0.01134,0.102264,0.050061,0.004835,0.036007,0.054519
0.06354,0.129151,0.011724,0.101657,0.050082,0.004892,0.077741,0.049607
0.056266,0.122101,0.009625,0.089619,0.043667,0.004152,0.042456,0.052063
0.048192,0.089851,0.008882,0.088653,0.04279,0.004038,0.049523,0.047151
0.052582,0.113771,0.009625,0.110933,0.052499,0.005062,0.06861,0.048625
0.048813,0.106461,0.010393,0.106764,0.051258,0.004949,0.076915,0.054028
0.061519,0.148271,0.039164,0.134981,0.082437,0.006882,0.111168,0.053536
0.092415,0.220682,0.0471,0.162617,0.099224,0.009442,0.073304,0.084479
0.060224,0.176082,0.01326,0.129072,0.0624,0.005859,0.03838,0.069745
0.05154,0.175472,0.022168,0.141966,0.073776,0.006427,0.141759,0.06778
0.046118,0.143211,0.028849,0.164053,0.08742,0.006655,0.148981,0.066798
0.039992,0.135701,0.033431,0.160077,0.088681,0.007167,0.137529,0.052554
0.038034,0.131011,0.027543,0.152568,0.081795,0.005802,0.175032,0.060413
0.037328,0.135281,0.025623,0.12899,0.070782,0.004778,0.22569,0.053045
0.05135,0.147971,0.005094,0.078437,0.036011,0.004038,0.244777,0.060904
0.055645,0.149741,0.012159,0.088266,0.044865,0.004949,0.153005,0.055992
0.059403,0.154262,0.009394,0.088349,0.043047,0.004892,0.154295,0.062868
0.082562,0.149041,0.010265,0.087769,0.043368,0.00546,0.128501,0.063851
0.06813,0.136791,0.010546,0.098426,0.047944,0.005233,0.073253,0.061395
0.048971,0.128821,0.020043,0.109111,0.058807,0.005517,0.109569,0.051081
0.05974,0.182152,0.067783,0.146135,0.106473,0.006029,0.108847,0.060904
0.047487,0.164272,0.024574,0.11328,0.063597,0.005688,0.042352,0.068271
0.048034,0.143381,0.006271,0.097985,0.044843,0.004323,0.120763,0.062868
0.06014,0.177982,0.034403,0.130812,0.077476,0.006712,0.164199,0.05943
0.059919,0.156542,0.014923,0.098343,0.050895,0.005745,0.128966,0.066798
0.044655,0.103191,0.007628,0.082744,0.039518,0.004266,0.078514,0.053536
0.037549,0.127061,0.009292,0.076891,0.038214,0.003868,0.072479,0.048134
0.053034,0.150422,0.006348,0.073385,0.034792,0.003697,0.055765,0.056483
0.033244,0.139811,0.005657,0.055881,0.027094,0.002616,0.061233,0.056974
0.041013,0.152852,0.00599,0.053589,0.026367,0.002616,0.06082,0.05943
0.032675,0.136021,0.010085,0.070679,0.036204,0.003356,0.063915,0.055501
0.027812,0.090551,0.011314,0.077057,0.039668,0.004038,0.063503,0.04666
0.022812,0.076461,0.009932,0.076864,0.038642,0.004038,0.079546,0.036837
0.041192,0.090141,0.006399,0.059332,0.029061,0.004493,0.050812,0.040766
0.029738,0.079631,0.00494,0.038183,0.01931,0.002616,0.051277,0.036346
0.023485,0.090161,0.005196,0.039398,0.019994,0.002218,0.037555,0.039784
0.021622,0.120741,0.015922,0.074848,0.041849,0.003754,0.075625,0.041749
0.025928,0.136061,0.005324,0.055964,0.026923,0.002901,0.075213,0.055501
0.032675,0.149451,0.018993,0.093401,0.051601,0.005176,0.043332,0.055501
0.034465,0.138791,0.018226,0.102595,0.054701,0.005631,0.046531,0.058939
0.030949,0.112141,0.007577,0.084567,0.040203,0.004437,0.053804,0.054519
0.031802,0.097271,0.006271,0.083517,0.03892,0.004493,0.066443,0.047151
0.039497,0.121081,0.008575,0.097018,0.046019,0.00529,0.062523,0.047642
0.040307,0.115461,0.005734,0.071507,0.033574,0.003527,0.092907,0.053045
0.051424,0.155542,0.006911,0.065185,0.031777,0.004437,0.053856,0.051572
0.044139,0.118171,0.004249,0.050166,0.023801,0.003527,0.070622,0.061395
0.041486,0.120211,0.004915,0.060629,0.028484,0.004095,0.070725,0.045678
0.037349,0.113651,0.004044,0.043153,0.020764,0.003128,0.066392,0.051572
0.025096,0.071021,0.00407,0.027112,0.014156,0.002105,0.065876,0.040766
0.024096,0.04161,0.004121,0.029431,0.015162,0.002105,0.063245,0.03389
0.019927,0.04189,0.005017,0.02852,0.015375,0.002275,0.045241,0.022102
0.016475,0.03168,0.002048,0.023054,0.01097,0.002105,0.043281,0.011788
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.037802,0.085871,0.007244,0.044865,0.018583,0.000853,0.086717,0.075375
0.033802,0.105571,0.009471,0.018636,0.014392,0.002844,0.060665,0.043713
0.028949,0.109321,0.009215,0.021507,0.015375,0.003185,0.066959,0.044695
0.030328,0.099371,0.009446,0.024268,0.01668,0.00347,0.053031,0.042731
0.040728,0.098881,0.009804,0.027499,0.018262,0.003811,0.067784,0.041749
0.04236,0.113901,0.008012,0.034981,0.016359,0.002787,0.075471,0.04224
0.029854,0.092711,0.009983,0.031778,0.019054,0.00347,0.062213,0.040275
0.047202,0.122791,0.01006,0.030895,0.019823,0.003868,0.068661,0.045678
0.03936,0.093521,0.009369,0.025041,0.016915,0.003754,0.070518,0.044695
0.060803,0.115661,0.01029,0.037714,0.022796,0.00455,0.081661,0.047151
0.056319,0.130301,0.010239,0.030812,0.019909,0.004323,0.081867,0.048134
0.062424,0.113881,0.010649,0.03545,0.02209,0.004493,0.077431,0.052554
0.04476,0.126061,0.009906,0.022971,0.016423,0.003356,0.058602,0.047642
0.063466,0.132431,0.010828,0.032993,0.021192,0.004266,0.089141,0.057466
0.041339,0.115581,0.010367,0.027278,0.01854,0.00364,0.076502,0.051572
0.050445,0.102161,0.010418,0.035809,0.022069,0.003925,0.07836,0.051081
0.060582,0.113961,0.010085,0.031198,0.019952,0.004493,0.087181,0.053536
0.04416,0.117811,0.007679,0.027692,0.016552,0.003242,0.067475,0.047642
0.041202,0.125181,0.01006,0.026919,0.018177,0.002275,0.058086,0.051572
0.044013,0.134451,0.009471,0.026864,0.01777,0.00273,0.058602,0.055501
0.027738,0.085841,0.006169,0.032027,0.017407,0.002673,0.057106,0.053045
0.037107,0.066461,0.003123,0.031143,0.015226,0.002673,0.067372,0.048134
0.087215,0.130521,0.004659,0.044423,0.021662,0.004152,0.066701,0.071709
0.047118,0.096881,0.003328,0.0336,0.01638,0.003128,0.039412,0.055992
0.033654,0.107911,0.004224,0.032385,0.016445,0.002446,0.062523,0.043713
0.029191,0.088371,0.002867,0.025511,0.012702,0.002503,0.047253,0.044204
0.020222,0.082481,0.002406,0.01698,0.008853,0.001991,0.038071,0.03389
0.033202,0.122081,0.00343,0.024296,0.012574,0.002616,0.048491,0.044695
0.016622,0.076091,0.003891,0.022004,0.011933,0.002048,0.044519,0.047151
0.036318,0.089211,0.003174,0.032027,0.015568,0.00273,0.071911,0.049607
0.016917,0.067691,0.002739,0.027361,0.013344,0.001991,0.042301,0.040766
0.028928,0.093831,0.002944,0.031226,0.015097,0.002503,0.039979,0.044204
0.019685,0.097081,0.002483,0.019492,0.009944,0.001934,0.04065,0.040275
0.015474,0.04679,0.00256,0.02032,0.01035,0.001934,0.042249,0.04224
0.009937,0.03691,0.001741,0.023937,0.011077,0.001593,0.045705,0.055992
0.025896,0.063961,0.002534,0.032882,0.015333,0.002787,0.07707,0.047151
0.025822,0.065871,0.003174,0.033573,0.016209,0.00273,0.071344,0.050589
0.023022,0.056221,0.003814,0.036554,0.017899,0.002503,0.076812,0.046169
0.027517,0.070951,0.00343,0.036389,0.017535,0.002673,0.106216,0.047642
0.026075,0.068931,0.003174,0.034125,0.016445,0.002616,0.06407,0.048625
0.020591,0.066031,0.002662,0.02667,0.013023,0.002105,0.038483,0.051081
0.025096,0.073121,0.001997,0.027112,0.012574,0.002616,0.043384,0.041749
0.021138,0.099151,0.006604,0.026339,0.015568,0.002161,0.041527,0.056483
0.017222,0.105701,0.002637,0.027996,0.013558,0.002048,0.074336,0.050098
0.02377,0.090591,0.002969,0.026339,0.013023,0.00256,0.104669,0.059921
0.026559,0.090131,0.005145,0.023136,0.012809,0.002161,0.068558,0.038802
0.021201,0.062321,0.002509,0.014936,0.008041,0.00182,0.059376,0.037328
0.019212,0.04434,0.002329,0.011706,0.006522,0.001536,0.046428,0.028487
0.018254,0.03896,0.002406,0.012231,0.006907,0.001706,0.067165,0.02112
0.015643,0.062841,0.00256,0.013308,0.007442,0.001593,0.058292,0.032908
0.021043,0.121901,0.002918,0.016483,0.008896,0.00182,0.069177,0.041749
0.018748,0.114821,0.002867,0.015047,0.008361,0.001706,0.063812,0.048134
0.020696,0.111081,0.002893,0.016041,0.008768,0.001877,0.067114,0.047642
0.022991,0.154792,0.003046,0.01513,0.008532,0.001877,0.044674,0.050589
0.03096,0.134881,0.002637,0.017062,0.009003,0.002275,0.029456,0.05943
0.022096,0.096431,0.001459,0.018967,0.008853,0.002332,0.040856,0.052554
0.01778,0.065381,0.002406,0.018139,0.009324,0.002218,0.060098,0.037328
0.018127,0.04642,0.003123,0.020348,0.010756,0.002389,0.053598,0.025049
0.008306,0.01315,0.004198,0.025152,0.013258,0.002446,0.085272,0.030452
0.014285,0.03553,0.003968,0.025069,0.013237,0.002503,0.080681,0.027996
0.020517,0.04989,0.005094,0.031888,0.01683,0.002446,0.068661,0.026031
0.015264,0.04213,0.004198,0.026229,0.013857,0.002389,0.062419,0.031925
0.01338,0.04348,0.004121,0.025953,0.013729,0.002446,0.065876,0.030943
0.016559,0.050001,0.004019,0.025483,0.013451,0.002958,0.080939,0.02947
0.01619,0.053771,0.004172,0.033158,0.016723,0.002958,0.057364,0.027014
0.021275,0.065151,0.004915,0.040006,0.020059,0.003583,0.117049,0.02554
0.025496,0.067481,0.003763,0.03407,0.01683,0.003697,0.050297,0.032417
0.022959,0.04954,0.004531,0.038321,0.019139,0.004038,0.038432,0.026523
0.021685,0.04235,0.003277,0.025621,0.013002,0.003299,0.049626,0.026523
0.012759,0.02972,0.002816,0.027913,0.013451,0.003356,0.041991,0.034872
0.015043,0.0349,0.009292,0.033904,0.020486,0.002787,0.045344,0.037819
0.016148,0.04541,0.009932,0.037107,0.022283,0.002616,0.103946,0.036346
0.016401,0.04875,0.010623,0.042131,0.024806,0.003299,0.055868,0.035855
0.016885,0.04834,0.01372,0.05497,0.032205,0.005347,0.066546,0.033399
0.018369,0.04938,0.005631,0.027057,0.015204,0.004949,0.061904,0.028978
0.022001,0.066381,0.003737,0.024848,0.013002,0.002673,0.052618,0.022593
0.020138,0.055261,0.005171,0.030398,0.016252,0.003071,0.054424,0.026523
0.016338,0.03964,0.004812,0.026091,0.014242,0.003128,0.055558,0.019155
0.015211,0.04061,0.006579,0.032165,0.017984,0.003185,0.047872,0.025049
0.020654,0.051111,0.005913,0.030232,0.016701,0.003527,0.04586,0.020629
0.017696,0.04063,0.006502,0.034373,0.018797,0.00364,0.079443,0.023084
0.01158,0.02676,0.005273,0.020817,0.012403,0.00273,0.048852,0.026031
0.014253,0.03775,0.004531,0.015268,0.009602,0.002332,0.066134,0.020629
0.015411,0.04309,0.004915,0.022667,0.012916,0.002616,0.068455,0.02112
0.015201,0.04669,0.00512,0.02529,0.014156,0.002844,0.065876,0.022593
0.014696,0.02999,0.002765,0.014108,0.007741,0.001991,0.064173,0.027505
0.180367,0.311673,0.044936,0.113363,0.069091,0.018543,0.030023,0.075375
0.133302,0.192802,0.044936,0.055632,0.069091,0.016723,0.02796,0.142927
0.110606,0.154382,0.044936,0.050773,0.069091,0.016097,0.026257,0.136542
0.068646,0.099721,0.044936,0.041966,0.069091,0.015585,0.024452,0.086444
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.152113,0.218132,0.044936,0.062452,0.069091,0.015471,0.044003,0.075375
0.161661,0.227422,0.044936,0.050966,0.069091,0.015813,0.040392,0.150786
0.136155,0.199452,0.044936,0.049034,0.069091,0.015699,0.033583,0.150295
0.121385,0.178552,0.044936,0.04688,0.069091,0.015357,0.031107,0.141945
0.107332,0.165172,0.044936,0.044036,0.069091,0.014675,0.029559,0.124754
0.080162,0.128121,0.044936,0.047819,0.069091,0.013935,0.028372,0.087426
0.07633,0.124501,0.044936,0.056405,0.069091,0.01422,0.030436,0.061395
0.074162,0.118761,0.000026,0.033766,0.000128,0.015813,0.022079,0.069745
0.070962,0.118118,0,0.000055,0.000086,0.017235,0.004282,0.075375
0.070962,0.118118,0,0.000055,0.000086,0.017462,0.00325,0.075375
0.070962,0.118118,0,0.000028,0.000086,0.018031,0.003147,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0,0.000055,0.000086,0.016552,0.00294,0.075375
0.070962,0.118118,0,0.000028,0.000086,0.018372,0.003095,0.075375
0.070962,0.118118,0.000026,0.000028,0.000086,0.018998,0.00325,0.075375
0.070962,0.118118,0,0.000055,0.000064,0.020306,0.003508,0.075375
0.070962,0.118118,0.044936,0.000055,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.000055,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.000055,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.000055,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.000026,0.000083,0.00015,0.022126,0.004798,0.075375
0.070962,0.118118,0,0.000028,0.000086,0.023605,0.004385,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.138734,0.276453,0.061179,0.088736,0.119924,0.026847,0.065205,0.144892
0.112332,0.216382,0.057262,0.078879,0.108996,0.026733,0.060459,0.132122
0.120743,0.223002,0.041494,0.08799,0.10288,0.026677,0.059221,0.133595
0.13586,0.262283,0.051579,0.09434,0.116224,0.026392,0.054888,0.124754
0.145839,0.268773,0.04518,0.083186,0.102239,0.02679,0.056281,0.145874
0.129102,0.226382,0.050069,0.079928,0.103779,0.02679,0.054062,0.148821
0.148766,0.263433,0.050479,0.082965,0.106473,0.025482,0.059531,0.140963
0.112616,0.206232,0.041289,0.076919,0.094113,0.025482,0.055662,0.144401
0.080899,0.148851,0.028567,0.063087,0.072771,0.023548,0.042559,0.081532
0.079657,0.145171,0.022014,0.069575,0.072301,0.023321,0.049265,0.0722
0.067835,0.106381,0.024113,0.051657,0.060219,0.022809,0.041888,0.064833
0.040634,0.084501,0.019633,0.046052,0.052114,0.022126,0.037142,0.05501
0.034686,0.062371,0.018763,0.053175,0.056925,0.02042,0.047408,0.054519
0.077962,0.135121,0.032509,0.061541,0.074867,0.02059,0.042765,0.055992
0.079994,0.158712,0.030487,0.071452,0.080833,0.020647,0.044519,0.058939
0.089131,0.191712,0.057339,0.067725,0.1004,0.021045,0.039206,0.087426
0.114922,0.276963,0.044745,0.078548,0.098261,0.021671,0.069693,0.089882
0.140986,0.296783,0.048994,0.074876,0.098989,0.022524,0.061955,0.142436
0.114817,0.228402,0.050223,0.076091,0.100913,0.022467,0.051586,0.141945
0.086741,0.182852,0.045666,0.063639,0.087505,0.021842,0.056229,0.098723
0.093068,0.214442,0.049096,0.083297,0.105596,0.021956,0.10405,0.080059
0.138955,0.277693,0.054728,0.087631,0.113637,0.023093,0.101625,0.123772
0.117648,0.247362,0.063457,0.079376,0.114535,0.023264,0.096157,0.140963
0.119648,0.237112,0.061332,0.073192,0.10797,0.022922,0.082486,0.132122
0.078141,0.154482,0.044694,0.063087,0.086243,0.02133,0.077225,0.083988
0.069867,0.152602,0.062868,0.06466,0.102645,0.022069,0.078153,0.079568
0.083615,0.175162,0.038448,0.06259,0.080641,0.021956,0.078617,0.056974
0.102721,0.216812,0.058619,0.066345,0.1004,0.022979,0.079598,0.0889
0.113111,0.202072,0.033891,0.061982,0.076342,0.024401,0.092701,0.115914
0.145871,0.270473,0.036042,0.06524,0.080683,0.025311,0.088625,0.13998
0.146029,0.280143,0.042595,0.077167,0.095396,0.024686,0.092339,0.146857
0.110932,0.225982,0.037347,0.064163,0.080919,0.023889,0.084034,0.146857
0.113048,0.198712,0.038499,0.080563,0.094647,0.022581,0.084653,0.095776
0.107237,0.195552,0.031127,0.074379,0.083656,0.022866,0.083363,0.111984
0.078488,0.138081,0.024369,0.065213,0.070911,0.022524,0.077998,0.110511
0.1063,0.194592,0.035504,0.075345,0.088125,0.022183,0.080784,0.059921
0.117111,0.226082,0.048303,0.082579,0.104377,0.024231,0.085994,0.141454
0.201368,0.318973,0.04646,0.086444,0.10581,0.025766,0.091411,0.148821
0.185147,0.332833,0.054446,0.095334,0.119346,0.025311,0.091514,0.167976
0.149724,0.252483,0.043746,0.093346,0.108868,0.024799,0.088574,0.153242
0.174514,0.294643,0.041775,0.09619,0.109467,0.025198,0.095744,0.153242
0.173767,0.294923,0.046434,0.101739,0.117614,0.026165,0.093784,0.1611
0.074014,0.098671,0.045001,0.077499,0.097641,0.023093,0.083002,0.113949
0.089089,0.156412,0.058491,0.055439,0.091825,0.022354,0.08099,0.066798
0.10349,0.205372,0.056597,0.06074,0.094369,0.022866,0.077483,0.100196
0.088573,0.185752,0.023883,0.070431,0.074567,0.02224,0.075006,0.089391
0.130291,0.273723,0.0332,0.08788,0.095845,0.02315,0.081816,0.11002
0.150187,0.264803,0.048124,0.097018,0.115348,0.025255,0.088109,0.151277
0.086226,0.150962,0.028567,0.076339,0.083036,0.022695,0.079804,0.112967
0.115238,0.211102,0.052373,0.083103,0.108184,0.023719,0.07836,0.11444
0.110469,0.206042,0.052859,0.081502,0.107264,0.023719,0.076502,0.114931
0.118554,0.234682,0.0332,0.081005,0.090499,0.023548,0.076038,0.107564
0.107732,0.241502,0.035658,0.087824,0.097855,0.023833,0.081713,0.12721
0.14626,0.296383,0.03489,0.093622,0.101662,0.026278,0.087594,0.138998
0.200611,0.284143,0.034813,0.096218,0.10365,0.025539,0.099252,0.157662
0.178978,0.326343,0.044822,0.097267,0.11276,0.026221,0.107712,0.159136
0.160566,0.316743,0.050325,0.103203,0.121998,0.027132,0.107454,0.163065
0.115922,0.246792,0.048252,0.075152,0.098582,0.025141,0.093835,0.133104
0.063066,0.155022,0.028439,0.050856,0.06317,0.023207,0.084963,0.096758
0.063709,0.099151,0.019096,0.055108,0.0587,0.022297,0.081403,0.05501
0.08651,0.157322,0.027057,0.057896,0.067489,0.022809,0.083312,0.058939
0.063782,0.123021,0.026442,0.055936,0.065436,0.022752,0.078979,0.082024
0.065309,0.131551,0.03233,0.0537,0.068644,0.021785,0.076657,0.054519
0.056256,0.118701,0.021604,0.050552,0.057246,0.021159,0.076038,0.054028
0.050445,0.084921,0.017688,0.044119,0.049013,0.020192,0.071447,0.053045
0.069235,0.107101,0.01843,0.046963,0.051836,0.019965,0.075471,0.052554
0.050908,0.101281,0.024983,0.043263,0.054445,0.020192,0.071963,0.060413
0.054445,0.106631,0.015563,0.042159,0.04572,0.01951,0.068661,0.051572
0.065593,0.133291,0.016383,0.052623,0.054466,0.020022,0.069229,0.053536
0.056782,0.119401,0.019454,0.048702,0.054017,0.019453,0.06928,0.057957
0.069867,0.148021,0.01843,0.054362,0.057524,0.019225,0.068455,0.052063
0.075867,0.171432,0.021553,0.04804,0.055279,0.01951,0.067526,0.074656
0.062624,0.134201,0.015999,0.048785,0.051152,0.019168,0.067269,0.060904
0.070172,0.157132,0.01605,0.058366,0.058679,0.019055,0.071137,0.056483
0.075278,0.160572,0.016894,0.049972,0.052841,0.019908,0.068765,0.073183
0.067319,0.129821,0.054574,0.058421,0.090884,0.019737,0.066546,0.052554
0.094805,0.217942,0.086623,0.056957,0.116567,0.020192,0.067217,0.0722
0.08472,0.177272,0.066528,0.050359,0.094605,0.02042,0.068765,0.104617
0.062224,0.141261,0.013004,0.054417,0.053055,0.018657,0.067681,0.052554
0.08871,0.199042,0.03018,0.06513,0.075722,0.021102,0.071395,0.073183
0.066698,0.162602,0.029284,0.053893,0.066228,0.018998,0.06634,0.068271
0.070151,0.157012,0.0182,0.059608,0.061437,0.018429,0.070622,0.057957
0.088763,0.203012,0.026494,0.065185,0.072686,0.019225,0.071034,0.066798
0.088426,0.227322,0.035914,0.061706,0.077839,0.020249,0.072943,0.109037
0.073878,0.169392,0.014642,0.059636,0.058486,0.01877,0.073253,0.065324
0.045434,0.115771,0.011954,0.039509,0.04063,0.018372,0.069848,0.05501
0.028717,0.088761,0.023115,0.038763,0.048992,0.019225,0.067423,0.050589
0.011948,0.03107,0.020427,0.042021,0.049633,0.020363,0.068868,0.075375
0.052382,0.095581,0.021016,0.040889,0.04927,0.020135,0.070415,0.051572
0.031896,0.071611,0.020657,0.042269,0.05004,0.019055,0.068661,0.051081
0.043076,0.079281,0.014156,0.042159,0.044565,0.017803,0.065566,0.050098
0.059498,0.126561,0.028925,0.04931,0.0624,0.018486,0.065669,0.052063
0.068151,0.159842,0.016766,0.059553,0.060176,0.018884,0.06634,0.054519
0.070614,0.167372,0.01326,0.059636,0.057353,0.018657,0.066392,0.05943
0.070067,0.147261,0.010316,0.049724,0.047238,0.018145,0.067733,0.061886
0.084689,0.170822,0.016408,0.055798,0.054979,0.01877,0.069487,0.083006
0.097226,0.232522,0.020965,0.062065,0.052456,0.015357,0.06763,0.062868
0.068688,0.159012,0.013772,0.050525,0.050681,0.01877,0.067681,0.069745
0.064877,0.140141,0.01093,0.04608,0.044886,0.018088,0.068042,0.058448
0.052255,0.112461,0.00919,0.047046,0.04418,0.017746,0.067165,0.051572
0.054719,0.110681,0.011775,0.051657,0.049868,0.018031,0.066959,0.052063
0.037739,0.067181,0.012338,0.043843,0.044266,0.01786,0.065669,0.050589
0.047708,0.074611,0.010879,0.044285,0.043453,0.018031,0.065411,0.050589
0.056698,0.107061,0.00983,0.053203,0.049484,0.01786,0.065515,0.050589
0.059751,0.133431,0.009087,0.045914,0.043197,0.017405,0.064586,0.050589
0.054698,0.120041,0.007295,0.039509,0.036738,0.017348,0.064947,0.05501
0.056624,0.097801,0.011647,0.045168,0.044758,0.017519,0.063915,0.049607
0.064646,0.124041,0.014923,0.044975,0.047345,0.017974,0.065411,0.057466
0.053129,0.100941,0.008217,0.040171,0.038043,0.017235,0.065153,0.049116
0.075772,0.134271,0.012594,0.047846,0.047645,0.017917,0.064534,0.051572
0.059045,0.095601,0.011749,0.036996,0.038513,0.017917,0.064431,0.069253
0.048718,0.092391,0.010905,0.037935,0.038556,0.017007,0.064277,0.049116
0.053677,0.099851,0.00686,0.039895,0.036696,0.016893,0.06407,0.049116
0.053213,0.108091,0.007961,0.043125,0.040117,0.016893,0.064586,0.049116
0.043865,0.084841,0.007347,0.043898,0.040224,0.016609,0.065669,0.048625
0.056666,0.098271,0.014898,0.038404,0.042234,0.017064,0.065927,0.049607
0.044055,0.088661,0.017739,0.030177,0.038278,0.017007,0.066237,0.049607
