PM2.5,PM10,NO,NO2,NOx,CO,SO2,AQI
0.033244,0.082291,0.032893,0.053424,0.060069,0.003527,0.06015,0.032417
0.030412,0.058791,0.033559,0.056599,0.063383,0.00364,0.056951,0.032908
0.03176,0.052121,0.033712,0.066897,0.071574,0.003754,0.056281,0.023084
0.035802,0.075541,0.037475,0.066897,0.074396,0.004038,0.057983,0.027014
0.048003,0.125361,0.033866,0.061927,0.068794,0.004266,0.059737,0.039784
0.048329,0.111441,0.034045,0.064688,0.067361,0.004038,0.059273,0.053536
0.038792,0.084071,0.037117,0.072722,0.075851,0.004095,0.058757,0.037819
0.031223,0.066701,0.02977,0.051132,0.058551,0.004152,0.054114,0.037328
0.021338,0.03624,0.025751,0.034484,0.044052,0.004437,0.040186,0.022593
0.034633,0.069651,0.033251,0.043043,0.056327,0.004437,0.043281,0.027014
0.035391,0.081331,0.040086,0.04757,0.064282,0.005233,0.050503,0.032908
0.038044,0.086851,0.034199,0.052319,0.060154,0.003925,0.056126,0.037819
0.048276,0.086711,0.024932,0.049558,0.051665,0.00438,0.056229,0.040766
0.049792,0.093491,0.025444,0.059028,0.057695,0.004038,0.057673,0.044695
0.049782,0.096651,0.030001,0.065903,0.06565,0.003982,0.048491,0.044204
0.046234,0.095551,0.02204,0.063308,0.060304,0.004038,0.044261,0.04224
0.047024,0.105191,0.021656,0.067145,0.05823,0.003868,0.046737,0.039293
0.050613,0.108351,0.033123,0.07079,0.069114,0.004778,0.050864,0.045187
0.052087,0.125871,0.034557,0.076974,0.075979,0.005233,0.078205,0.04666
0.051529,0.131021,0.021732,0.081916,0.069606,0.005404,0.059221,0.052554
0.050171,0.152052,0.015691,0.048509,0.042469,0.004607,0.055713,0.066306
0.018338,0.0425,0.019531,0.040144,0.04495,0.004095,0.057364,0.033399
0.016569,0.02928,0.014975,0.034208,0.039069,0.003527,0.062574,0.020138
0.023117,0.04926,0.037065,0.04989,0.063555,0.005062,0.053856,0.024067
0.041718,0.119831,0.057108,0.066593,0.087783,0.006541,0.052102,0.03831
0.055434,0.148781,0.057083,0.068498,0.085794,0.006882,0.041682,0.059921
0.056108,0.137681,0.078227,0.082441,0.109681,0.006029,0.046582,0.058939
0.060856,0.133401,0.109046,0.079735,0.121677,0.007622,0.057209,0.05943
0.057971,0.204232,0.108227,0.090641,0.125099,0.007622,0.051328,0.079077
0.05354,0.169662,0.04733,0.083904,0.088232,0.006484,0.051947,0.06778
0.050276,0.120641,0.065325,0.083655,0.100828,0.006598,0.0569,0.056483
0.055571,0.130591,0.104515,0.076808,0.121057,0.007281,0.072943,0.05501
0.04316,0.117231,0.046025,0.103451,0.098775,0.006427,0.064792,0.05501
0.044539,0.086791,0.028157,0.098564,0.081304,0.005574,0.050503,0.043222
0.048434,0.103501,0.034071,0.102568,0.086992,0.006029,0.053185,0.043222
0.048866,0.118091,0.057185,0.08915,0.094476,0.005404,0.053134,0.044204
0.047255,0.112701,0.036298,0.095583,0.08496,0.005176,0.051225,0.051572
0.046729,0.104321,0.04541,0.11317,0.102175,0.006257,0.052463,0.050589
0.051687,0.118411,0.085343,0.103644,0.126425,0.006371,0.060665,0.047151
0.073078,0.149931,0.043721,0.100497,0.096658,0.005745,0.082744,0.053045
0.074825,0.164762,0.025316,0.075953,0.067254,0.005119,0.046995,0.081041
0.064551,0.135191,0.033738,0.079569,0.073947,0.005233,0.044106,0.060904
0.062972,0.129201,0.028977,0.096853,0.079721,0.00455,0.059634,0.057466
0.069193,0.175472,0.028977,0.100607,0.081924,0.005119,0.057312,0.06336
0.069435,0.143401,0.087647,0.11201,0.13686,0.007849,0.074491,0.068271
0.089836,0.156792,0.118748,0.117311,0.179137,0.008134,0.071602,0.089391
0.061182,0.128471,0.133774,0.125456,0.166499,0.009101,0.06082,0.06778
0.071004,0.147481,0.111836,0.163584,0.186451,0.007736,0.06732,0.066798
0.08251,0.147921,0.051247,0.148758,0.12326,0.007167,0.0504,0.06778
0.076794,0.136141,0.051016,0.132109,0.117593,0.008759,0.047666,0.082024
0.078583,0.181292,0.01797,0.10566,0.07399,0.00546,0.053392,0.084479
0.063572,0.113021,0.070061,0.130729,0.127751,0.007281,0.049059,0.073674
0.054677,0.108531,0.050044,0.103065,0.103137,0.007224,0.043229,0.051081
0.062172,0.121501,0.076409,0.116814,0.124522,0.007394,0.047563,0.059921
0.058645,0.123671,0.059668,0.11317,0.114086,0.006826,0.047872,0.061886
0.065982,0.131471,0.029668,0.097073,0.083741,0.005802,0.04715,0.065324
0.072962,0.137781,0.038729,0.12598,0.112268,0.0062,0.052876,0.0722
0.084499,0.151552,0.033584,0.121507,0.104869,0.006086,0.062523,0.084971
0.09771,0.172772,0.050453,0.154914,0.136646,0.009271,0.058912,0.097741
0.084562,0.168172,0.056366,0.149613,0.133417,0.009214,0.058344,0.101179
0.064161,0.192062,0.044386,0.138459,0.127622,0.008134,0.049574,0.100688
0.074741,0.159552,0.09978,0.152292,0.174304,0.010864,0.069384,0.089391
0.066403,0.139061,0.166462,0.161292,0.236448,0.010921,0.042456,0.0889
0.052076,0.111441,0.111273,0.139288,0.175245,0.008191,0.058447,0.06336
0.083941,0.155062,0.036477,0.111403,0.098711,0.006143,0.051019,0.076621
0.04715,0.096501,0.048917,0.122612,0.114129,0.005404,0.048904,0.052554
0.078846,0.143291,0.065402,0.141745,0.14133,0.007963,0.056435,0.064833
0.078394,0.147901,0.106,0.129321,0.162372,0.008703,0.087439,0.062868
0.112469,0.228542,0.085804,0.080398,0.11492,0.011148,0.140882,0.116405
0.114553,0.256303,0.159218,0.094892,0.187755,0.015585,0.077018,0.112967
0.104195,0.243412,0.127937,0.122474,0.175994,0.015073,0.062729,0.120334
0.063309,0.171842,0.066375,0.154114,0.171204,0.013765,0.053547,0.079568
0.073867,0.171542,0.142221,0.156654,0.206958,0.013594,0.078824,0.074165
0.077404,0.193062,0.214637,0.177278,0.252379,0.013992,0.059376,0.092829
0.059466,0.120901,0.035094,0.157206,0.127494,0.007167,0.052566,0.061886
0.089184,0.179792,0.055086,0.187714,0.164339,0.008703,0.036936,0.071218
0.092342,0.180592,0.038525,0.167725,0.137459,0.007963,0.053908,0.096758
0.081931,0.171552,0.118082,0.130121,0.166734,0.011148,0.050916,0.088409
0.07133,0.132781,0.038832,0.11524,0.095952,0.006882,0.062523,0.083988
0.062277,0.123101,0.040419,0.128134,0.100229,0.007053,0.059015,0.058448
0.071899,0.145561,0.078764,0.143181,0.147146,0.007337,0.057054,0.071709
0.092394,0.160772,0.066349,0.130536,0.130637,0.009897,0.067733,0.072692
0.076393,0.144061,0.022705,0.115157,0.084383,0.005631,0.064328,0.092338
0.074067,0.168402,0.033431,0.127333,0.103522,0.006598,0.065463,0.079568
0.078762,0.159262,0.068064,0.119133,0.125634,0.008475,0.068558,0.070727
0.096963,0.193572,0.19037,0.115102,0.212069,0.009726,0.059737,0.10167
0.066909,0.139411,0.069447,0.131309,0.13207,0.007053,0.055043,0.080059
0.070793,0.132441,0.019787,0.110077,0.079486,0.006427,0.067165,0.066798
0.086815,0.150292,0.018993,0.099669,0.0729,0.006484,0.051896,0.079568
0.076825,0.159602,0.059719,0.119961,0.112268,0.007906,0.04911,0.090864
0.073067,0.171062,0.185891,0.103562,0.197891,0.010523,0.067011,0.071709
0.077394,0.177132,0.185967,0.126836,0.215598,0.010636,0.071086,0.082024
0.075467,0.159482,0.088235,0.131336,0.143468,0.008589,0.065102,0.083988
0.07552,0.154562,0.099345,0.137576,0.15801,0.009897,0.060872,0.083988
0.062435,0.135651,0.076486,0.12783,0.131343,0.008703,0.088677,0.069253
0.066025,0.147481,0.106256,0.132192,0.157432,0.008703,0.088677,0.063851
0.077962,0.148201,0.099524,0.131612,0.151744,0.009271,0.082074,0.078585
0.058024,0.128701,0.067552,0.113418,0.115775,0.007793,0.103946,0.073674
0.065435,0.131441,0.07303,0.116262,0.12249,0.008191,0.102554,0.071218
0.078783,0.142741,0.094174,0.121784,0.142677,0.009726,0.10245,0.07613
0.077994,0.145201,0.096247,0.12206,0.141886,0.00893,0.090328,0.084479
0.06714,0.132421,0.039804,0.100911,0.08079,0.005688,0.08259,0.073183
0.058456,0.095891,0.01884,0.095362,0.06657,0.005176,0.046324,0.055992
0.044929,0.080791,0.027338,0.105494,0.078545,0.005517,0.045086,0.039784
0.034033,0.074581,0.024113,0.107924,0.077925,0.004892,0.048646,0.036837
0.039202,0.080591,0.03663,0.119105,0.094776,0.004607,0.050812,0.032908
0.039697,0.184772,0.053013,0.099862,0.100464,0.005233,0.056074,0.073674
0.040518,0.097201,0.022654,0.09804,0.083592,0.0062,0.067939,0.047151
0.04456,0.114251,0.060692,0.108227,0.114171,0.007451,0.059737,0.04666
0.068204,0.196702,0.158271,0.140502,0.202126,0.011092,0.051432,0.073674
0.090794,0.188652,0.24712,0.144009,0.279559,0.011092,0.061233,0.094303
0.116132,0.192642,0.229867,0.129542,0.280863,0.012343,0.055713,0.113458
0.068467,0.142711,0.065172,0.123578,0.131621,0.006712,0.048646,0.092338
0.066667,0.124851,0.028874,0.095058,0.084768,0.005404,0.052824,0.069253
0.065309,0.133171,0.048661,0.113225,0.106944,0.007451,0.06309,0.064342
0.057087,0.133241,0.046255,0.115102,0.101662,0.006143,0.082125,0.059921
0.057835,0.142121,0.130958,0.113749,0.169386,0.010068,0.091411,0.053536
0.101553,0.160852,0.154764,0.102154,0.171225,0.007053,0.08749,0.098723
0.092584,0.150492,0.107536,0.111596,0.14597,0.007508,0.100903,0.097741
0.095173,0.175532,0.134414,0.124738,0.181618,0.010921,0.066443,0.098232
0.103921,0.173952,0.155378,0.106543,0.196993,0.009271,0.070776,0.110511
0.142271,0.184882,0.172452,0.12275,0.225991,0.011376,0.074749,0.111002
0.11909,0.212362,0.181001,0.131281,0.220666,0.010466,0.087078,0.128684
0.079994,0.190052,0.162161,0.127581,0.194384,0.009442,0.081919,0.078585
0.103321,0.167242,0.067476,0.12656,0.121677,0.006371,0.10049,0.107564
0.068425,0.140151,0.048149,0.104914,0.094861,0.006029,0.116791,0.09332
0.066709,0.130361,0.015512,0.070237,0.049312,0.00455,0.067372,0.05943
0.10329,0.173952,0.015999,0.082054,0.059491,0.005972,0.057312,0.089882
0.052792,0.108931,0.020222,0.088459,0.064517,0.004664,0.073149,0.081532
0.074572,0.154842,0.047689,0.110519,0.096273,0.0062,0.089244,0.054028
0.068414,0.144181,0.033251,0.084677,0.07059,0.005574,0.081764,0.071218
0.068635,0.145121,0.044386,0.076118,0.078545,0.008077,0.06082,0.062868
0.052676,0.109921,0.023806,0.076726,0.057567,0.005859,0.059169,0.055501
0.07452,0.148721,0.039395,0.079597,0.071018,0.006598,0.079288,0.057466
0.071541,0.151512,0.02035,0.079348,0.056583,0.005062,0.083931,0.079077
0.052108,0.118641,0.021732,0.065875,0.051515,0.004209,0.09074,0.064342
0.06113,0.144201,0.099268,0.087907,0.134166,0.00893,0.095177,0.053536
0.061393,0.145401,0.093867,0.072557,0.119475,0.00711,0.080217,0.079568
0.071741,0.174812,0.057211,0.095527,0.092466,0.007281,0.085169,0.057957
0.080446,0.199032,0.077766,0.10323,0.124778,0.010523,0.100284,0.087426
0.098405,0.204202,0.07582,0.067835,0.115925,0.009442,0.09399,0.112967
0.067919,0.139611,0.038653,0.055908,0.075145,0.0062,0.115863,0.080059
0.063624,0.136551,0.019736,0.04561,0.05237,0.005176,0.104462,0.054519
0.046655,0.084671,0.036016,0.04862,0.058807,0.005233,0.090328,0.057957
0.046929,0.104931,0.031536,0.065268,0.060133,0.00455,0.113645,0.04224
0.055045,0.120091,0.021144,0.062617,0.05143,0.004493,0.094919,0.047151
0.039676,0.128711,0.06873,0.06201,0.081432,0.003925,0.056693,0.056974
0.045802,0.089531,0.123995,0.050911,0.107179,0.004095,0.052876,0.037328
0.049118,0.094491,0.024548,0.062976,0.057481,0.004949,0.058705,0.037328
0.058919,0.115601,0.037014,0.069879,0.073969,0.006598,0.069899,0.051572
0.049971,0.109371,0.031767,0.066703,0.068922,0.005972,0.063142,0.057466
0.044571,0.116541,0.035939,0.064798,0.070932,0.006541,0.050916,0.050098
0.03756,0.090531,0.022219,0.048675,0.044437,0.004892,0.066753,0.042731
0.054329,0.127051,0.026878,0.050718,0.047623,0.005005,0.061336,0.043713
0.063119,0.126111,0.029207,0.053147,0.052477,0.006086,0.052205,0.061395
0.070909,0.136671,0.034634,0.055163,0.056968,0.006143,0.058499,0.071709
0.061256,0.122001,0.032228,0.059249,0.057225,0.006029,0.05463,0.083006
0.062519,0.132461,0.03384,0.063528,0.062229,0.007736,0.062574,0.06778
0.05694,0.116901,0.037347,0.070072,0.069221,0.007451,0.058757,0.06778
0.054877,0.138731,0.034915,0.063584,0.060881,0.005859,0.049781,0.057466
0.053392,0.130751,0.030768,0.060271,0.057588,0.005574,0.067165,0.055992
0.051118,0.114061,0.04006,0.078106,0.078609,0.010409,0.073046,0.050098
0.054761,0.119971,0.050991,0.106902,0.111605,0.009613,0.055043,0.056483
0.048192,0.103331,0.04175,0.094036,0.091547,0.007167,0.049316,0.050098
0.050224,0.103961,0.036298,0.088045,0.08218,0.006598,0.052721,0.046169
0.048224,0.100341,0.034659,0.083186,0.076898,0.006769,0.07609,0.04666
0.044834,0.093731,0.036886,0.092656,0.085923,0.006143,0.056281,0.041257
0.054182,0.112111,0.03425,0.101767,0.091868,0.0062,0.062935,0.050098
0.041834,0.079471,0.034045,0.103147,0.093835,0.0062,0.073407,0.041749
0.050729,0.098291,0.041673,0.124351,0.11616,0.007337,0.082951,0.043713
0.04616,0.125271,0.037117,0.102706,0.094434,0.006996,0.069796,0.048625
0.057203,0.152352,0.033943,0.094644,0.083806,0.005176,0.070209,0.057466
0.057371,0.105001,0.034199,0.081474,0.076513,0.005404,0.055455,0.054519
0.057203,0.110781,0.0332,0.081999,0.076663,0.005119,0.057364,0.057466
0.043529,0.085221,0.031152,0.080453,0.073349,0.004437,0.055713,0.042731
0.037823,0.077051,0.032176,0.091993,0.08156,0.00455,0.079752,0.039293
0.043529,0.097611,0.033584,0.091193,0.082843,0.004892,0.073975,0.049116
0.044813,0.099741,0.03535,0.090972,0.086179,0.00546,0.064999,0.045187
0.042034,0.086351,0.030129,0.103037,0.083421,0.005176,0.047666,0.046169
0.045108,0.090041,0.031792,0.105853,0.087698,0.004721,0.052618,0.035363
0.040286,0.082011,0.031536,0.105549,0.087655,0.005062,0.046273,0.042731
0.044602,0.093001,0.021809,0.084042,0.068024,0.005062,0.058447,0.044695
0.04615,0.095801,0.020376,0.081253,0.063576,0.005005,0.050348,0.044204
0.045023,0.092731,0.019659,0.065213,0.055984,0.004664,0.041527,0.042731
0.050476,0.104741,0.020555,0.07921,0.065992,0.00529,0.040444,0.046169
0.038465,0.076601,0.02035,0.089067,0.073028,0.004664,0.045344,0.043713
0.040034,0.088201,0.051272,0.106405,0.111434,0.006712,0.054681,0.037328
0.042781,0.098291,0.03233,0.083711,0.079336,0.006086,0.05659,0.048625
0.040507,0.086791,0.01669,0.063556,0.052926,0.00529,0.063967,0.041749
0.044497,0.109911,0.016383,0.079486,0.064624,0.005062,0.0634,0.043713
0.03857,0.078191,0.015845,0.069188,0.058593,0.006029,0.051483,0.048134
0.044076,0.106421,0.019224,0.08534,0.067404,0.004607,0.060408,0.040766
0.051129,0.113721,0.017867,0.114743,0.081432,0.005062,0.062574,0.048134
0.048845,0.112881,0.019224,0.089591,0.06935,0.00529,0.066546,0.045187
0.044371,0.103271,0.022654,0.083103,0.068986,0.004664,0.056435,0.04666
0.035781,0.069771,0.029949,0.1037,0.08387,0.00438,0.045809,0.037819
0.033897,0.097921,0.031306,0.096687,0.083014,0.004323,0.054217,0.038802
0.035728,0.090191,0.037961,0.102457,0.092851,0.004778,0.051225,0.047151
0.037634,0.088871,0.039984,0.101104,0.093835,0.005745,0.05463,0.047151
0.038486,0.095791,0.042031,0.084318,0.082095,0.005915,0.058499,0.046169
0.041813,0.113051,0.042774,0.097902,0.093257,0.005404,0.062007,0.043222
0.05134,0.120211,0.021374,0.077305,0.062336,0.004437,0.060717,0.053045
0.037549,0.094571,0.024062,0.083738,0.07074,0.003868,0.047356,0.043222
0.036023,0.087261,0.02611,0.096576,0.078267,0.004152,0.050761,0.037819
0.041065,0.116731,0.026238,0.086996,0.075188,0.003583,0.060923,0.043222
0.041939,0.109501,0.026391,0.08603,0.076342,0.004038,0.063142,0.048625
0.038876,0.078841,0.031255,0.104832,0.089088,0.005176,0.063348,0.043222
0.044802,0.093491,0.069242,0.120734,0.128029,0.009101,0.070054,0.047642
0.048666,0.110421,0.070342,0.100828,0.114599,0.008248,0.069848,0.056483
0.052266,0.134341,0.074003,0.109829,0.127173,0.008589,0.078205,0.06336
0.047634,0.125581,0.038985,0.10011,0.093022,0.005915,0.06959,0.058448
0.048466,0.121171,0.026417,0.098012,0.07831,0.004892,0.064999,0.050589
0.043539,0.096351,0.035914,0.114716,0.096807,0.00546,0.065618,0.047151
0.042813,0.093601,0.048124,0.098537,0.096786,0.006257,0.075574,0.047151
0.046897,0.106721,0.036298,0.101104,0.088938,0.006826,0.085478,0.05501
0.047202,0.113551,0.078636,0.092076,0.11631,0.008361,0.085324,0.056483
0.051203,0.162102,0.050069,0.099752,0.098817,0.005631,0.060562,0.064342
0.040718,0.135691,0.031076,0.079818,0.08233,0.00455,0.065618,0.060904
0.050055,0.224372,0.027236,0.075566,0.070996,0.004209,0.087903,0.058448
0.097521,0.473015,0.029002,0.070762,0.067682,0.00546,0.067165,0.218075
0.058056,0.161632,0.03233,0.085146,0.075295,0.005347,0.076296,0.091356
0.056814,0.149731,0.034813,0.094809,0.081368,0.006029,0.087645,0.062377
0.056382,0.157922,0.032381,0.062093,0.058123,0.004835,0.079185,0.061395
0.075793,0.368174,0.031818,0.074241,0.068238,0.005517,0.07155,0.120334
0.055213,0.129751,0.025751,0.071673,0.062614,0.004607,0.075987,0.0889
0.050097,0.116901,0.027748,0.077747,0.068537,0.00438,0.068197,0.053045
0.058287,0.183462,0.029642,0.071811,0.06627,0.004266,0.063451,0.054519
0.046518,0.132061,0.033533,0.065654,0.065971,0.005005,0.058963,0.074165
0.026949,0.04872,0.035146,0.064909,0.06796,0.004778,0.085169,0.03389
0.030444,0.061491,0.030922,0.086941,0.077968,0.00455,0.052824,0.035855
0.038055,0.083631,0.034403,0.110077,0.091483,0.004778,0.050916,0.043713
0.037497,0.084951,0.042697,0.123247,0.106345,0.005404,0.058396,0.053536
0.04336,0.099161,0.04518,0.122446,0.107884,0.004892,0.055868,0.054519
0.052119,0.132841,0.075641,0.138736,0.140218,0.007508,0.075987,0.052063
0.064898,0.159432,0.103261,0.132109,0.162415,0.009442,0.075522,0.069253
0.059161,0.147981,0.061639,0.10947,0.123003,0.006484,0.088316,0.070727
0.062056,0.183872,0.040624,0.100276,0.102752,0.005347,0.113283,0.059921
0.080499,0.226512,0.031511,0.082468,0.080106,0.00529,0.073872,0.082515
0.05675,0.135041,0.030717,0.100745,0.090285,0.004721,0.07057,0.06778
0.065688,0.158972,0.029949,0.10762,0.086201,0.004266,0.075419,0.06336
0.06754,0.156082,0.034506,0.107869,0.088082,0.005859,0.073304,0.063851
0.062382,0.140321,0.117391,0.163418,0.148729,0.009328,0.065515,0.068762
0.065467,0.160132,0.129422,0.138984,0.170177,0.008589,0.061749,0.070236
0.077151,0.186032,0.032125,0.078796,0.076364,0.005119,0.072118,0.075147
0.061108,0.127261,0.046972,0.080756,0.085752,0.005347,0.086355,0.066798
0.052982,0.102961,0.078687,0.109856,0.13222,0.006029,0.089554,0.054519
0.050655,0.123601,0.092459,0.141165,0.152129,0.008589,0.075058,0.051081
0.055256,0.138431,0.051375,0.083766,0.097941,0.006314,0.059273,0.061395
0.06354,0.190072,0.054805,0.080039,0.092787,0.005347,0.052928,0.05943
0.095426,0.253863,0.053934,0.084346,0.092423,0.004664,0.064483,0.083497
0.096974,0.249332,0.033712,0.06894,0.068922,0.003982,0.051225,0.100688
0.057719,0.116651,0.030999,0.060878,0.063683,0.003811,0.057673,0.070236
0.060329,0.126711,0.029335,0.068664,0.066677,0.004437,0.043797,0.061395
0.076299,0.263613,0.023806,0.064936,0.060304,0.004038,0.061181,0.094794
0.049876,0.109641,0.027338,0.069188,0.064153,0.004323,0.060304,0.053045
0.049455,0.104631,0.025956,0.080701,0.07044,0.004266,0.055197,0.042731
0.114638,0.345643,0.036528,0.088708,0.082458,0.006029,0.05592,0.083988
0.088731,0.272863,0.027518,0.058117,0.058786,0.00455,0.053856,0.162083
0.08251,0.288933,0.027799,0.056267,0.056091,0.004038,0.052979,0.091356
0.04415,0.072571,0.027569,0.061927,0.060475,0.004778,0.062007,0.076621
0.043844,0.089531,0.035222,0.094451,0.087569,0.005517,0.063245,0.044695
0.049276,0.105791,0.036656,0.095969,0.089216,0.005347,0.060356,0.046169
0.046708,0.113571,0.028746,0.085754,0.080063,0.004778,0.059118,0.045187
0.04515,0.095811,0.026852,0.077747,0.070954,0.004437,0.062316,0.045187
0.041834,0.092541,0.037398,0.064301,0.07275,0.004266,0.057364,0.040766
0.051161,0.111471,0.021195,0.071618,0.065501,0.003697,0.061491,0.041257
0.046276,0.084211,0.02012,0.084953,0.073584,0.00347,0.058912,0.052554
0.041486,0.098631,0.024983,0.087604,0.079037,0.003242,0.054424,0.041749
0.050108,0.120851,0.037219,0.09746,0.09422,0.004721,0.059324,0.048134
0.046645,0.088851,0.031741,0.103534,0.091696,0.004266,0.065257,0.05943
0.051445,0.110761,0.042646,0.116814,0.108141,0.004835,0.064792,0.047151
0.052466,0.113731,0.024753,0.074047,0.066356,0.003015,0.058396,0.044204
0.056677,0.129051,0.023115,0.077609,0.067618,0.003185,0.065669,0.051081
0.059772,0.126361,0.040982,0.088901,0.088382,0.004152,0.062523,0.050589
0.053529,0.135321,0.050453,0.073689,0.088061,0.004152,0.069848,0.053045
0.066614,0.179212,0.043311,0.095279,0.093685,0.00438,0.063864,0.066306
0.072446,0.231362,0.029617,0.072198,0.070141,0.003697,0.064122,0.075147
0.068414,0.212312,0.023473,0.058918,0.056305,0.004038,0.059479,0.079568
0.060203,0.132251,0.025572,0.076974,0.067126,0.003982,0.063761,0.064833
0.076762,0.164992,0.02076,0.081888,0.064945,0.005005,0.056332,0.071218
0.061972,0.111211,0.023294,0.081806,0.068494,0.004949,0.058396,0.069253
0.055603,0.106141,0.040342,0.106737,0.095268,0.005745,0.062058,0.060904
0.064119,0.148361,0.03681,0.10878,0.093621,0.004607,0.069332,0.059921
0.049518,0.112701,0.020171,0.079045,0.067019,0.00347,0.054785,0.05501
0.042792,0.086761,0.027492,0.095334,0.086607,0.003811,0.045551,0.040275
0.027928,0.054951,0.019429,0.078244,0.070718,0.003583,0.046686,0.035363
0.040055,0.091301,0.02314,0.096715,0.082544,0.00347,0.053134,0.036837
0.046824,0.098741,0.021451,0.082082,0.071937,0.003242,0.05659,0.042731
0.041044,0.083661,0.024804,0.070072,0.066185,0.00364,0.059324,0.035363
0.047139,0.099091,0.03064,0.085146,0.080705,0.003527,0.050709,0.043222
0.028728,0.093201,0.034122,0.076753,0.077882,0.004949,0.064741,0.043222
0.022391,0.04068,0.024113,0.057261,0.058123,0.00347,0.059221,0.036837
0.029686,0.063571,0.024395,0.072639,0.070462,0.004437,0.057364,0.031925
0.040444,0.106011,0.025495,0.087714,0.075017,0.004949,0.066082,0.03831
0.051045,0.133431,0.027338,0.104776,0.084982,0.005404,0.06763,0.054028
0.044581,0.098681,0.00919,0.06847,0.048585,0.004835,0.097189,0.059921
0.029528,0.063181,0.010828,0.062535,0.048029,0.004835,0.082848,0.042731
0.037455,0.094071,0.015128,0.0746,0.059449,0.005005,0.070673,0.042731
0.042739,0.086181,0.021809,0.101739,0.077775,0.005688,0.055868,0.043713
0.080173,0.278613,0.016024,0.082882,0.062443,0.004323,0.053753,0.078094
0.051371,0.126691,0.016331,0.068167,0.05344,0.004437,0.071911,0.07613
0.039255,0.092821,0.017253,0.062921,0.05468,0.004209,0.059376,0.047151
0.043876,0.113371,0.015691,0.052512,0.04649,0.00347,0.049007,0.041749
0.035823,0.095171,0.01861,0.060823,0.052221,0.004152,0.055816,0.043713
0.044013,0.109121,0.015231,0.071756,0.056027,0.004038,0.048852,0.044695
0.046613,0.090861,0.017458,0.057316,0.051365,0.00455,0.048852,0.046169
0.034981,0.066831,0.022014,0.069354,0.061053,0.004664,0.051896,0.036346
0.032212,0.072341,0.026775,0.068857,0.064709,0.004437,0.045602,0.027505
0.032265,0.060051,0.033635,0.073523,0.075786,0.004437,0.053185,0.032417
0.030675,0.063551,0.027031,0.08614,0.077091,0.004095,0.051277,0.026031
0.04076,0.106721,0.020939,0.066952,0.060347,0.004038,0.052515,0.034381
0.050961,0.102111,0.018891,0.04503,0.04495,0.003925,0.050297,0.044695
0.048024,0.129181,0.019864,0.064081,0.055856,0.00347,0.050297,0.047151
0.04935,0.113681,0.022193,0.056516,0.05329,0.003527,0.051432,0.052554
0.044076,0.098801,0.020017,0.052319,0.049569,0.003356,0.052566,0.044204
0.043897,0.095241,0.016101,0.051988,0.045677,0.003583,0.048955,0.040275
0.04396,0.091751,0.015538,0.04423,0.043624,0.003015,0.054269,0.040766
0.049792,0.110111,0.017765,0.048592,0.047559,0.003868,0.057828,0.040766
0.055424,0.117331,0.017227,0.052098,0.047409,0.003356,0.059788,0.052063
0.048424,0.099391,0.01797,0.052982,0.047217,0.003583,0.053443,0.044204
0.043034,0.076331,0.01779,0.067007,0.056262,0.003982,0.052308,0.041749
0.036339,0.064021,0.015563,0.060961,0.050596,0.003583,0.046376,0.027014
0.041823,0.078791,0.015026,0.067338,0.055578,0.004493,0.04911,0.033399
0.039034,0.088631,0.015051,0.038377,0.036974,0.00364,0.045705,0.033399
0.034275,0.065431,0.014258,0.044699,0.039946,0.004038,0.048182,0.032908
0.034718,0.057431,0.01157,0.050939,0.039903,0.003925,0.047253,0.028487
0.029991,0.058541,0.017278,0.059139,0.049248,0.00364,0.041733,0.026523
0.022454,0.03859,0.013516,0.05497,0.044843,0.004038,0.041321,0.023576
0.024907,0.053051,0.023908,0.059111,0.0556,0.004323,0.044313,0.024067
0.029854,0.060421,0.02506,0.072557,0.069521,0.004266,0.045963,0.02947
0.022896,0.0416,0.015333,0.037631,0.038941,0.003128,0.04065,0.022102
0.017443,0.03411,0.016715,0.036692,0.0346,0.003982,0.042559,0.022593
0.019938,0.052861,0.016255,0.040585,0.038107,0.004038,0.042456,0.02112
0.02557,0.063561,0.015717,0.038929,0.037423,0.003982,0.045757,0.028978
0.028844,0.060611,0.016229,0.049282,0.042277,0.00347,0.042971,0.026031
0.022054,0.051211,0.022296,0.063418,0.05376,0.003754,0.042146,0.02112
0.027865,0.059171,0.020581,0.068498,0.060026,0.004437,0.038483,0.024067
0.024801,0.053241,0.017918,0.055052,0.050916,0.003811,0.03611,0.020138
0.036623,0.069681,0.029796,0.085505,0.072151,0.00529,0.042662,0.029961
0.024696,0.052131,0.024062,0.070099,0.059342,0.004323,0.046686,0.026031
0.026433,0.0474,0.035658,0.071259,0.069179,0.005062,0.04684,0.028487
0.025601,0.052141,0.028977,0.065544,0.058273,0.004038,0.047872,0.026523
0.02217,0.04729,0.017995,0.035726,0.033723,0.003356,0.053598,0.020138
0.016948,0.03512,0.017278,0.024738,0.028655,0.002901,0.055094,0.017191
0.014853,0.03985,0.018558,0.043098,0.040331,0.003583,0.051174,0.018664
0.025675,0.059111,0.025035,0.054859,0.051344,0.003697,0.051741,0.024067
0.040823,0.086911,0.033994,0.073302,0.067575,0.004664,0.052824,0.029961
0.032107,0.059331,0.045922,0.07725,0.083143,0.004493,0.047563,0.032417
0.028454,0.051551,0.026468,0.064743,0.061737,0.00364,0.048852,0.028487
